"Timestamp","Køn (Gender) ","Alder (Age)","Hvor gammel var du, da du blev seksuelt aktiv? (How old were you when you first became sexually active?)","Hvad er din civilstatus? (What is your relationship status?) ","Er du i et åbent forhold? (Are you in an open relationship?)","Hvor tilfreds er du med dit sexliv? (How satisfied are you with your sex life?)","Hvor seksuelt eventyrlysten vil du sige, at du er? (How sexually adventurous would you say you are?)","Er du seksuelt aktiv i øjeblikket? (Are you currently sexually active?)","Hvor ofte har du normalt sex? (How often do you usually have sex?)","Onanerer du? (Do you masturbate?)","Hvor ofte plejer du at onanere? (How often do you usually masturbate?)","Ser du porno? (Do you watch porn?)","Hvor ofte ser du normalt porno? (How often do you usually watch porn?)","Har du nogensinde været i swingerklub? (Have you ever been to a swinger club?)","Sæt kryds ved alle du har besøgt. (Which one(s)? Check all that apply.)","Hvor mange gange har du været i swingerklub? (How many times have you been to a swinger club?) ","Hvordan fandt du klubben? (How did you find out about the club?) ","Ved dine venner at du swinger? ","Har klubben påvirket dine seksuelle interesser? (Has the club affected your sexual interests?)","Hvordan har det påvirket dine seksuelle interesser? (How as it affected your sexual interests?)","Har du nogensinde været til en sexfest? (Have you ever been to a sex party?)","Hvor mange gange har du været til sexfest? (How many times have you been to a sex party?) ","Hvordan fandt du disse sexfester? (How did you find out about these sex parties?) ","Ved dine venner, at du går til sexfester? (Do your friends know you go to sex parties?)","Har det påvirket dine seksuelle interesser? (Has it affected your sexual interests?)","Hvordan har det påvirket dine seksuelle interesser? (How as it affected your sexual interests?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Nyder du dette? (Do you enjoy this?) ","Hvor meget nyder du dette? (How much do you enjoy this?)","Hvor ofte gør du dette? (How often do you do this?)","Skriv eventuelle manglende kinks/interesser du har. (Write in any missing kinks/interests you participate in.) ","Hvor tror du, at dine seksuelle interesser kommer fra? (marker alt hvad der er relevant) (Where do you think your sexual interests have come from? (check all that apply))","Hvis du har andet du vil dele, eller kommentarer, kan du skrive dem her. (Any final thoughts you want to share?)"
"2022/06/07 11:25:38 PM GMT+2","Kvinde (Woman)","21","15","currently dating someone but not yet official:)","Nej (No)","5","10","Ja (Yes)","Et par gange om måneden (few times a month)","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","Et par gange om måneden (few times a month)","Nej (No)","","","","","","","Nej, No","","","","","","Ja (Yes)","10","7","Ja (Yes)","7","4","Ja (Yes)","5","2","Ja (Yes)","6","2","Nej (No)","","","Nej (No)","","","Ja (Yes)","5","1","Ja (Yes)","5","1","Ja (Yes)","7","5","Ja (Yes)","8","7","Ja (Yes)","10","8","Nej (No)","","","Ja (Yes)","9","1","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","6","1","Ja (Yes)","10","8","stuff that’s like, “taboo” i guess? or inappropriate 
like teacher-student relationships etc. 
not that i would ever do it but the idea i think ","Porno (porn);Medier - film, tv, osv. (Media - movies, TV, etc);Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners);…fanfiction…",""
"2022/06/08 7:45:04 PM GMT+2","Kvinde (Woman)","23","21","I et forhold (In a relationship)","Nej (No)","7","4","Ja (Yes)","3-5 dage om ugen (3-5 days a week)","Ja (Yes)","Et par gange om måneden (few times a month)","Nej (No)","","Nej (No)","","","","","","","Nej, No","","","","","","Ja (Yes)","9","5","Ja (Yes)","3","1","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","5","2","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","9","7","","Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners);læst på nettet",""
"2022/06/09 12:21:20 PM GMT+2","Kvinde (Woman)","49","17","I et forhold (In a relationship)","Ja (yes)","10","6","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","En gang om måned (Once a month)","Ja (Yes)","En gang om måned (Once a month)","Ja (Yes)","Tucan;Dark Secret;CitySwingers;Afrodite club;Joys","10+","Søgt online (Searched online)","Nej (No)","Ja (Yes)","Jeg har i klubben mødt mennesker, som er seksuelt eksperimenterende, hvilket har åbnet mine øjne for nye oplevelser.","Ja, Yes","2-5","Venner (Friends)","Nej (No)","Nej (No)","","Ja (Yes)","8","2","Ja (Yes)","8","2","Nej (No)","","","Ja (Yes)","4","2","Ja (Yes)","7","2","Ja (Yes)","9","6","Ja (Yes)","6","3","Nej (No)","","","Ja (Yes)","7","3","Ja (Yes)","6","4","Ja (Yes)","10","9","Nej (No)","","","Ja (Yes)","9","4","Nej (No)","","","Ja (Yes)","10","9","Nej (No)","","","Nej (No)","","","Ja (Yes)","6","2","","Porno (porn)",""
"2022/06/13 10:11:47 PM GMT+2","Mand (Man)","45","14","Single","Nej (No)","8","10","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","Dagligt, næsten dagligt (Daily, almost daily)","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","Tucan","2-5","Venner (Friends)","Ja (Yes)","Ja (Yes)","Gjort mig mere nysgerrig på eget køn","Nej, No","","","","","","Ja (Yes)","9","4","Ja (Yes)","7","3","Ja (Yes)","6","2","Nej (No)","","","Ja (Yes)","9","5","Ja (Yes)","6","6","Ja (Yes)","6","4","Nej (No)","","","Nej (No)","","","Ja (Yes)","7","4","Ja (Yes)","6","4","Nej (No)","","","Ja (Yes)","8","6","Ja (Yes)","8","4","Nej (No)","","","Nej (No)","","","Ja (Yes)","7","2","Nej (No)","","","Stag & Vixen leg.. altså at jeg som dom får min sub knaldet af forskellige mænd og jeg styrer slagets gang","Porno (porn);Medier - film, tv, osv. (Media - movies, TV, etc);Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners);Psykologiske “traumaer” har selvfølgelig også spillet ind",""
"2022/06/17 12:19:03 PM GMT+2","Mand (Man)","56","11","Single","Nej (No)","1","10","Nej (No)","","Ja (Yes)","Dagligt, næsten dagligt (Daily, almost daily)","Ja (Yes)","Dagligt, næsten dagligt (Daily, almost daily)","Nej (No)","","","","","","","Nej, No","","","","","","Ja (Yes)","8","8","Nej (No)","","","Nej (No)","","","Ja (Yes)","5","3","Ja (Yes)","9","3","Ja (Yes)","2","2","Ja (Yes)","10","2","Ja (Yes)","6","1","Ja (Yes)","4","1","Nej (No)","","","Ja (Yes)","10","6","Ja (Yes)","2","1","Ja (Yes)","10","1","Ja (Yes)","10","1","Ja (Yes)","10","1","Nej (No)","","","Ja (Yes)","10","2","Nej (No)","","","Riming som modtager","Porno (porn);Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners)",""
"2022/06/17 12:20:19 PM GMT+2","Kvinde (Woman)","39","15","Single","Nej (No)","6","6","Ja (Yes)","Et par gange om måneden (few times a month)","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","Tucan;Joys;plus en klub der ikke længere eksisterer","2-5","Sociale medie (Social media)","Ja (Yes)","Nej (No)","","Ja, Yes","10+","Venner (Friends)","Ja (Yes)","Nej (No)","","Ja (Yes)","7","3","Nej (No)","","","Nej (No)","","","Ja (Yes)","8","3","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","10","3","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","8","3","","Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners)",""
"2022/06/17 12:25:28 PM GMT+2","Kvinde (Woman)","64","14","I et forhold (In a relationship)","Ja (yes)","7","9","Ja (Yes)","Et par gange om måneden (few times a month)","Ja (Yes)","3-5 dage om ugen (3-5 days a week_","Ja (Yes)","3-5 dage om ugen (3-5 days a week_","Ja (Yes)","Swingland","1","Sociale medie (Social media)","Ja (Yes)","Nej (No)","","Nej, No","","","","","","Ja (Yes)","8","8","Ja (Yes)","8","8","Ja (Yes)","8","8","Nej (No)","","","Ja (Yes)","8","8","Nej (No)","","","Ja (Yes)","10","2","Nej (No)","","","Nej (No)","","","Ja (Yes)","8","8","Ja (Yes)","5","5","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","","Mig selv.",""
"2022/06/17 12:28:27 PM GMT+2","Mand (Man)","34","17","Single","Nej (No)","6","8","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","Et par gange om måneden (few times a month)","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Nej (No)","","","","","","","Nej, No","","","","","","Ja (Yes)","8","6","Nej (No)","","","Ja (Yes)","8","5","Nej (No)","","","Ja (Yes)","10","10","Nej (No)","","","Ja (Yes)","9","9","Ja (Yes)","10","10","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","8","9","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","","Porno (porn)",""
"2022/06/17 12:29:08 PM GMT+2","Kvinde (Woman)","55","16","Single","","10","10","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","Et par gange om måneden (few times a month)","Ja (Yes)","Et par gange om måneden (few times a month)","Ja (Yes)","Tucan;Dark Secret;Joys","10+","Min partner eller en tidligere partner (My partner or a previous partner)","Ja (Yes)","Ja (Yes)","Åbenhed, bredere sexualitet","Ja, Yes","1","Sociale medie (Social media)","Ja (Yes)","Nej (No)","","Ja (Yes)","10","7","Ja (Yes)","8","6","Ja (Yes)","4","4","Nej (No)","","","Ja (Yes)","10","8","Nej (No)","","","Ja (Yes)","7","8","Ja (Yes)","7","7","Nej (No)","","","Ja (Yes)","7","3","Ja (Yes)","7","3","Nej (No)","","","Ja (Yes)","8","9","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","7","2","","Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners);Noget, c eks dominans har bare altid været der",""
"2022/06/17 12:33:18 PM GMT+2","Mand (Man)","48","23","I et forhold (In a relationship)","Nej (No)","7","7","Ja (Yes)","3-5 dage om ugen (3-5 days a week)","Nej (No)","","Nej (No)","","Ja (Yes)","Joys","1","Søgt online (Searched online)","Nej (No)","Nej (No)","","Nej, No","","","","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","","Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners)",""
"2022/06/17 12:41:06 PM GMT+2","Mand (Man)","43","23","I et forhold (In a relationship)","Nej (No)","7","8","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","3-5 dage om ugen (3-5 days a week_","Ja (Yes)","3-5 dage om ugen (3-5 days a week_","Ja (Yes)","Joys","1","Sociale medie (Social media)","Nej (No)","Nej (No)","","Ja, Yes","2-5","Sociale medie (Social media)","Nej (No)","Ja (Yes)","Inspiration ","Ja (Yes)","8","3","Ja (Yes)","8","3","Ja (Yes)","9","6","Nej (No)","","","Ja (Yes)","7","4","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","7","5","Nej (No)","","","Nej (No)","","","Ja (Yes)","9","5","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","9","4","","Porno (porn);Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners)",""
"2022/06/17 12:42:49 PM GMT+2","Kvinde (Woman)","48","16","I et forhold (In a relationship)","Nej (No)","3","7","Ja (Yes)","En gang om måned (Once a month)","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Nej (No)","","","","","","","Ja, Yes","2-5","Det var i forbindelse med en uddannelse","Nej (No)","Nej (No)","","Ja (Yes)","8","4","Ja (Yes)","5","1","Nej (No)","","","Nej (No)","","","Ja (Yes)","8","2","Ja (Yes)","6","2","Nej (No)","","","Nej (No)","","","Ja (Yes)","3","1","Nej (No)","","","Ja (Yes)","8","3","Nej (No)","","","Ja (Yes)","8","1","Nej (No)","","","Ja (Yes)","8","1","Nej (No)","","","Nej (No)","","","Nej (No)","","","","","Der burde være en sektion til det, som man endnu ikke har prøvet. Spørgsmålene går kun på, om man nyder noget og gør det. Ikke om man er nysgerrig på noget. Desuden burde du have defineret ""sex"" fra start. Det kan man ikke lade andre om at bestemme, hvis man vil have valide data ;)"
"2022/06/17 12:51:53 PM GMT+2","Kvinde (Woman)","46","13","Single","Nej (No)","7","8","Ja (Yes)","En gang om måned (Once a month)","Ja (Yes)","3-5 dage om ugen (3-5 days a week_","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","Tucan","2-5","Søgt online (Searched online)","Ja (Yes)","Nej (No)","","Nej, No","","","","","","","4","3","Nej (No)","","","Nej (No)","","","Ja (Yes)","6","3","Nej (No)","","","Ja (Yes)","7","7","Nej (No)","","","Ja (Yes)","6","3","Nej (No)","","","Nej (No)","","","Ja (Yes)","8","8","Nej (No)","","","Ja (Yes)","7","3","Ja (Yes)","6","1","Ja (Yes)","8","6","Nej (No)","","","Nej (No)","","","Nej (No)","","","","Fantasier jeg altid har haft. Før jeg så porno eller havde partnere. ",""
"2022/06/17 1:07:06 PM GMT+2","Kvinde (Woman)","46","15","Single","Nej (No)","5","7","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","En gang om måned (Once a month)","Nej (No)","","","","","","","Nej, No","","","","","","Ja (Yes)","8","7","Ja (Yes)","8","5","Ja (Yes)","8","8","Ja (Yes)","7","7","Nej (No)","","","Nej (No)","","","Ja (Yes)","6","5","Ja (Yes)","7","3","Ja (Yes)","6","5","Ja (Yes)","9","8","Ja (Yes)","9","8","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","7","5","","Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners)",""
"2022/06/17 1:14:59 PM GMT+2","Kvinde (Woman)","44","18","I et forhold (In a relationship)","Ja (yes)","7","9","Ja (Yes)","Et par gange om måneden (few times a month)","Ja (Yes)","3-5 dage om ugen (3-5 days a week_","Nej (No)","","Nej (No)","","","","","","","Ja, Yes","2-5","Sociale medie (Social media)","Nej (No)","Ja (Yes)","Kvinde sex er blevet en ting jeg har prøvet og søger mere af. sex med flere mænd. er ikke så fordomsfuld i forhold til andres kinks og lyster. ","Ja (Yes)","8","6","Ja (Yes)","8","7","Ja (Yes)","7","5","Ja (Yes)","7","4","Ja (Yes)","10","8","Nej (No)","","","Ja (Yes)","8","4","Ja (Yes)","7","4","Ja (Yes)","8","8","Ja (Yes)","8","6","Nej (No)","","","Nej (No)","","","Ja (Yes)","10","4","Ja (Yes)","7","4","Nej (No)","","","Nej (No)","","","Ja (Yes)","8","7","Nej (No)","","","","Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners);min egen nysgerrighed og åbenhed.","Efter mange år med den samme partner(24)(til sidst uden sex)sluttede for et par år siden. Er jeg ved at genopdage og finde min plads i en skøn verden af sex."
"2022/06/17 1:18:56 PM GMT+2","Mand (Man)","51","17","Single","Nej (No)","10","10","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","Et par gange om måneden (few times a month)","Ja (Yes)","Et par gange om måneden (few times a month)","Ja (Yes)","Tucan;Swingland;CitySwingers;Afrodite club;Joys;Lounge 2 da den var i Ålborg ","10+","Min partner eller en tidligere partner (My partner or a previous partner)","Ja (Yes)","Ja (Yes)","Øget nysgerrighed og mere åbenhed","Ja, Yes","10+","Sociale medie (Social media)","Ja (Yes)","Ja (Yes)","Mere frigjort indstilling ","Ja (Yes)","10","8","Ja (Yes)","10","6","Nej (No)","","","Nej (No)","","","Ja (Yes)","10","4","Nej (No)","","","Ja (Yes)","7","3","Ja (Yes)","7","3","Nej (No)","","","Ja (Yes)","6","2","Ja (Yes)","10","10","Nej (No)","","","Ja (Yes)","10","4","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","8","2","Fetish for andet end fødder 🤷","Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners)",""
"2022/06/17 1:22:14 PM GMT+2","Kvinde (Woman)","52","15","Single","Nej (No)","1","6","Nej (No)","","Ja (Yes)","3-5 dage om ugen (3-5 days a week_","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Nej (No)","","","","","","","Nej, No","","","","","","Ja (Yes)","7","1","Ja (Yes)","7","1","Ja (Yes)","10","1","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","6","1","","Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners)",""
"2022/06/17 1:55:48 PM GMT+2","Kvinde (Woman)","57","12","Single","Nej (No)","3","6","Nej (No)","","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Nej (No)","","Nej (No)","","","","","","","Nej, No","","","","","","Ja (Yes)","9","5","Ja (Yes)","9","6","Ja (Yes)","9","5","Nej (No)","","","Ja (Yes)","7","4","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","7","5","Ja (Yes)","7","5","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","8","2","","Umuligt at sige...de er der bare",""
"2022/06/17 1:58:10 PM GMT+2","Mand (Man)","56","16","Single","Nej (No)","5","6","Ja (Yes)","Et par gange om måneden (few times a month)","Ja (Yes)","Et par gange om måneden (few times a month)","Ja (Yes)","Et par gange om måneden (few times a month)","Ja (Yes)","Swingland;Swingergaarden","6-10","Venner (Friends)","Nej (No)","Nej (No)","","Nej, No","","","","","","Nej (No)","","","Ja (Yes)","6","2","Nej (No)","","","Ja (Yes)","5","2","Ja (Yes)","7","2","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","","Porno (porn);Dating site",""
"2022/06/17 2:15:06 PM GMT+2","Kvinde (Woman)","50","18","Gift (Married","Ja (yes)","8","8","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","Et par gange om måneden (few times a month)","Nej (No)","","Ja (Yes)","Tucan;Dark Secret;CitySwingers;CitySwingers 2;Joys","10+","Min partner eller en tidligere partner (My partner or a previous partner)","Ja (Yes)","Ja (Yes)","Det der før var anderledes er nu helt alm","Ja, Yes","10+","Alle svarmuligheder","Ja (Yes)","Ja (Yes)","Man får nye erfaringer","Ja (Yes)","8","8","Ja (Yes)","8","2","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","9","8","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","8","4","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","","Medier - film, tv, osv. (Media - movies, TV, etc);Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners)",""
"2022/06/17 2:24:01 PM GMT+2","Kvinde (Woman)","42","16","I et forhold (In a relationship)","Nej (No)","9","8","Ja (Yes)","3-5 dage om ugen (3-5 days a week)","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","Et par gange om måneden (few times a month)","Nej (No)","","","","","","","Nej, No","","","","","","Ja (Yes)","6","5","Nej (No)","","","Ja (Yes)","8","8","Ja (Yes)","7","5","Ja (Yes)","7","4","Ja (Yes)","7","6","Nej (No)","","","Ja (Yes)","8","8","Ja (Yes)","8","8","Ja (Yes)","8","7","Ja (Yes)","6","5","Nej (No)","","","Ja (Yes)","8","3","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","","Porno (porn);Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners)",""
"2022/06/17 2:36:02 PM GMT+2","Kvinde (Woman)","59","16","Single","Nej (No)","5","8","Ja (Yes)","Et par gange om måneden (few times a month)","Ja (Yes)","Et par gange om måneden (few times a month)","Nej (No)","","Nej (No)","","","","","","","Nej, No","","","","","","Ja (Yes)","10","10","Ja (Yes)","10","10","Ja (Yes)","10","10","Ja (Yes)","5","2","Ja (Yes)","10","4","Ja (Yes)","10","6","Ja (Yes)","8","2","Ja (Yes)","9","2","Ja (Yes)","10","10","Ja (Yes)","10","10","Nej (No)","","","Ja (Yes)","7","2","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","","Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners)",""
"2022/06/17 2:40:32 PM GMT+2","Kvinde (Woman)","53","16","Gift (Married","Nej (No)","10","9","Ja (Yes)","3-5 dage om ugen (3-5 days a week)","Ja (Yes)","Dagligt, næsten dagligt (Daily, almost daily)","Ja (Yes)","Dagligt, næsten dagligt (Daily, almost daily)","Ja (Yes)","","6-10","Søgt online (Searched online)","Nej (No)","Ja (Yes)","Mere lyst til sex","Nej, No","","","","","","Ja (Yes)","7","5","Ja (Yes)","9","5","Ja (Yes)","9","5","Nej (No)","","","Ja (Yes)","8","3","Nej (No)","","","Ja (Yes)","7","4","Ja (Yes)","8","6","Nej (No)","","","Nej (No)","","","Ja (Yes)","5","4","Nej (No)","","","Ja (Yes)","8","6","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","9","5","","Nuværende eller tidligere seksuelle partnere (Current or previous sexual partners)",""
"2022/06/17 2:51:41 PM GMT+2","Mand (Man)","41","7","Single","Nej (No)","3","9","Nej (No)","","Ja (Yes)","Dagligt, næsten dagligt (Daily, almost daily)","Ja (Yes)","Dagligt, næsten dagligt (Daily, almost daily)","Nej (No)","","","","","","","Ja, Yes","2-5","Søgt online (Searched online)","Nej (No)","Nej (No)","","Ja (Yes)","6","5","Ja (Yes)","9","2","Nej (No)","","","Ja (Yes)","10","3","Ja (Yes)","10","10","Ja (Yes)","10","2","Ja (Yes)","5","2","Ja (Yes)","9","2","Ja (Yes)","10","2","Ja (Yes)","10","2","Ja (Yes)","10","2","Ja (Yes)","10","2","Ja (Yes)","4","2","Ja (Yes)","4","2","Ja (Yes)","8","2","Ja (Yes)","3","2","Ja (Yes)","4","2","Ja (Yes)","10","2","Fetish, Toilet, Zoo","Porno (porn);Medier - film, tv, osv. (Media - movies, TV, etc);Personal experiences, coincidences, environment",""
"2022/06/17 3:03:05 PM GMT+2","Kvinde (Woman)","60","@6","Gift (Married","Ja (yes)","6","6","Nej (No)","","Ja (Yes)","Et par gange om måneden (few times a month)","Ja (Yes)","En gang om måned (Once a month)","Ja (Yes)","Tucan;Swingland;CitySwingers;CitySwingers 2","10+","Søgt online (Searched online)","Ja (Yes)","Ja (Yes)","Nysgerrig efter at prøve muligheder set i klub","Ja, Yes","10+","Via scor","Nej (No)","Ja (Yes)","Lært nye mennesker og muligheder at kende","Ja (Yes)","6","3","Ja (Yes)","1","2","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","4","4","Ja (Yes)","3","3","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","2","2","Ja (Yes)","4","3","Ja (Yes)","1","1","Nej (No)","","","Nej (No)","","","Nej (No)","","","","Klub",""
"2022/06/17 3:11:33 PM GMT+2","Kvinde (Woman)","42","14","Single","Nej (No)","5","10","Nej (No)","","Ja (Yes)","1-2 dage om ugen (1-2 days a week)","Ja (Yes)","En gang om måned (Once a month)","Ja (Yes)","Tucan;Euroclub300","2-5","Min partner eller en tidligere partner (My partner or a previous partner)","Ja (Yes)","Nej (No)","","Nej, No","","","","","","Ja (Yes)","5","5","Ja (Yes)","10","6","Nej (No)","","","Nej (No)","","","Ja (Yes)","9","5","Ja (Yes)","8","2","Ja (Yes)","8","5","Ja (Yes)","7","4","Nej (No)","","","Ja (Yes)","8","5","Ja (Yes)","8","2","Ja (Yes)","6","2","Ja (Yes)","7","3","Nej (No)","","","Nej (No)","","","Nej (No)","","","Nej (No)","","","Ja (Yes)","5","2","","Mit eget levede liv og erfaringer. Jeg tror kinks mm udspringer af, hvad der for én, føles lidt forbudt eller tabubelagt. ",""
